indice_tiempo,total_recaudacion,subtotal_dgi,subtotal_dga,seguridad_social,total_recaudacion_var_ia,subtotal_dgi_var_ia,subtotal_dga_var_ia,seguridad_social_var_ia
2010-08-01,34555.23921706999,16967.83889058,9371.58864735,8215.81167914,0.36731517534581526,0.2971248830751898,0.6562928602372886,0.25757796338885797
2010-09-01,35649.10016994,16756.84253302,10411.65040644,8480.60723048,0.359007280338862,0.25434046167337176,0.6395501374677655,0.3002428375906583
2010-10-01,36077.47977613001,17131.14595599,10295.194236890002,8651.13958325,0.3656947257523062,0.3078652559966546,0.5250889379643799,0.31719828043065523
2010-11-01,36407.966944190004,16938.0989433,10407.07885249,9062.7891484,0.39533358397768525,0.2592726730430386,0.6139259731231488,0.46323634730323615
2010-12-01,38155.62950305,20369.411287529998,8833.48280385,8952.735411670003,0.3548813430983395,0.384045394707589,0.26806718305077437,0.381997763976323
2011-01-01,40767.26164209,18979.643250369998,9491.30288259,12296.315509129998,0.40455124699440326,0.36843479627170206,0.6195933454925515,0.32286452919718145
2011-02-01,36750.51319166,18749.40011757,8360.24599106,9640.86708303,0.3423700182984888,0.3167346855756752,0.33614221161911684,0.40108183699513345
2011-03-01,37463.00956803001,17475.762642839996,10559.122909599999,9428.12401559,0.31408947422068945,0.28979628930529255,0.3422480367946792,0.32926529167010354
2011-04-01,39738.38007192999,18597.33635194,10706.004386790002,10435.039333199999,0.3189160774737796,0.2880037817564294,0.30769829013301364,0.39063696077146215
2011-05-01,50640.10600005999,29094.1,11296.5,10249.48069981,0.28708744740661385,0.28018624955903304,0.2519117814403433,0.3495267724688089
2011-06-01,48679.148099225,26206.8,11905.3,10566.92878104,0.3052344333943371,0.3175238530088269,0.2332818610864269,0.363293253997661
2011-07-01,47844.841186615005,22830.2,10749.8,14264.78136308,0.2801406321251443,0.37563784937917566,0.05555420229739938,0.3464252513384949
2011-08-01,46777.290359479994,22412.356324230004,13300.251949830003,11064.68208542,0.3536960362402126,0.32087276810912124,0.41920996005206757,0.3467545895085813
2011-09-01,47729.79926628,23724.30544992,12645.127907740001,11360.36590862,0.33887809338106867,0.4157980778998398,0.21451714321088922,0.3395698680384478
2011-10-01,47554.87227607,22959.78414084,12862.706413380001,11732.38172185,0.31813177004491844,0.3402363274368103,0.24938938668005162,0.3561660413578094
2011-11-01,47275.95515933,24589.1,11097.1,11589.668791259997,0.2985057702287963,0.45170364645475236,0.06630305749484222,0.2788192025085465
2011-12-01,48912.77460904,26141.22725568,11180.70612399,11590.84122937,0.2819281255765975,0.2833570340682092,0.26571889845271235,0.2946703656919418
2012-01-01,52843.979848740004,25711.549182330004,10806.167329,16326.26333741,0.29623569796460014,0.3546908571017935,0.13853360941856252,0.3277362088901974
2012-02-01,47282.44325032001,25212.01779707,9619.655714780001,12450.769738469999,0.28657912894261517,0.3446839706324205,0.1506426635133402,0.2914574624087529
2012-03-01,48363.176876670004,24207.3,11340.7,12815.349932000001,0.29095813268408444,0.38519276638939615,0.0740191299117674,0.3592682818776045
2012-04-01,49435.86025065,24148.099884620002,11952.55205659,13335.208309439999,0.2440331025363065,0.2984708900046844,0.11643444414595017,0.2779260224743818
2012-05-01,61026.33774937,35063.11647862,12378.214453450002,13585.0068173,0.20509893382327649,0.20516243769767772,0.09575660190767077,0.32543366978112687
2012-06-01,58684.12142408,34492.96937544001,10643.045175899999,13548.106872739998,0.2055289321099334,0.31618394368789815,-0.10602461291189647,0.2821234204823124
2012-07-01,61316.81392888001,28661.62326167,13986.41669831,18668.7739689,0.28157628718462346,0.25542585091983416,0.30108622470278523,0.3087318686298539
2012-08-01,60455.60910545,32510.701948799993,13448.745696940001,14496.161459710002,0.2924136614338526,0.45057045669279616,0.011164731891556201,0.3101290527643523
2012-09-01,57374.555863450005,29944.598816769998,12963.58047053,14466.37657615,0.20206991744010527,0.26219074695276157,0.025183815071975424,0.2734076254685798
2012-10-01,60130.63297132999,31012.1,13809.1,15309.54997736,0.2644473656085966,0.3507139182914547,0.07357655194831669,0.3048970226435779
2012-11-01,60664.62589573999,32570.072127599997,12745.700502899997,15348.853265239997,0.2832025432651193,0.32457357640580575,0.14856138116264583,0.3243565059266298
2012-12-01,62220.802087265,34791.4,12189.6,15239.796077050001,0.27207672401731675,0.3309015548396059,0.09023525570046576,0.31481363392623507
2013-01-01,65682.782974275,32653.4,11586.8,21442.452170279998,0.2429567788475555,0.26998959761011654,0.07223955054860687,0.3133716960908477
2013-02-01,60887.81464082,33235.689501169996,11386.53200555,16265.593134100001,0.2877467925773465,0.3182478994216982,0.18367354749040588,0.30639257457658076
2013-03-01,60278.37244582499,31366.4,12106.9,16805.127967580003,0.2463691663502523,0.2957413672735085,0.06756196707434281,0.3113280602363815
2013-04-01,67630.477140015,30035.5,19000.8,18594.048667050003,0.3680449130876766,0.24380386628803463,0.5896856094028864,0.39435757099401814
2013-05-01,77754.70795151999,43797.026789769996,15519.733475109999,18437.94768664,0.2741172224827251,0.24909110165593984,0.25379419895123934,0.35722770953342176
2013-06-01,74695.83970262,43897.541690239996,13214.784285579999,17583.5137268,0.27284583785163163,0.2726518616717388,0.24163564723970343,0.2978576189253128
2013-07-01,80298.12803159999,38504.522207550006,15961.444259619999,25832.16156443,0.3095613239907733,0.3434173583267768,0.14121040463127654,0.3837095894708118
2013-08-01,75864.968209085,39663.5,17709.5,18491.875451649998,0.25488716980350246,0.2200136454286563,0.31681425160931176,0.2756394513848035
2013-09-01,71805.00783285999,37902.248079640005,15276.561852519999,18626.197900699994,0.25151309238461206,0.2657457296911072,0.17842149298552834,0.2875510189198369
2013-10-01,74292.14190404,39600.0669571,15268.01749785,19424.05744909,0.23551238749577363,0.2769231028243817,0.10564899217544954,0.2687543055030748
